Tags,Device Name,IP Address,Device Family,Site,Reachability,Support Type,MAC Address,Platform,Serial Number,Uptime,Last Updated,Resync Interval,Manageability,Device Role,Device Series,AP LED Flash Status,Advisories,Template Provision Status,Software Image,Template Conflict Status,Image Version,OS Update Status,Image Needs Update,Image Precheck Status,Provisioning Status,Credential Status,Last Provisioned,Associated WLC IP,AP CDP Neighbors,AP Group Name,Flex Group Name,AP Ethernet Mac Address,AP Location,RF Profile,Policy Tag,Site Tag,Application Telemetry,Replacement Serial Number,Replace Status,Compliance,Integrity Verification,EoX Status,Health Score
"Aggregation Switch,Physics DP",352-2205-g-1.net.uwa.edu.au,10.88.24.79,Switches and Hubs,Global/CRAWLEY/352/Second Floor,Reachable,Supported,80:6a:00:6d:5f:20,C9500-24Y4C,FDO261404ZM,117 days 1 hr ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Science DP",401-2001a-a-1.net.uwa.edu.au,10.88.40.64,Switches and Hubs,Global/CRAWLEY/401/Second Floor,Reachable,Supported,3c:26:e4:06:09:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X, C9300L-24P-4X","FOC2629YQKE, FOC2629YR7M, FOC2629YRP1, FOC2629YRKS, FOC2617Z3R0, FOC2617ZAFV",117 days 2 hrs ,10 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
Edge-Node,402-3201b-a-1.net.uwa.edu.au,10.88.40.101,Switches and Hubs,Global/CRAWLEY/402/Third Floor,Reachable,Supported,58:56:9f:4b:ab:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2716YV4H, FOC2715Y2KR",20 days 4 hrs ,about 19 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
Edge-Node,402-3201b-a-2.net.uwa.edu.au,10.88.40.102,Switches and Hubs,Global/CRAWLEY/402/Third Floor,Reachable,Supported,24:6c:84:0d:d0:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YVB7, FOC2716YV5Q, FOC2716YWBA",20 days 2 hrs ,1 minute,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
Aggregation Switch,402-3201b-g-1.net.uwa.edu.au,10.88.40.99,Switches and Hubs,Global/CRAWLEY/402/Third Floor,Reachable,Supported,24:d5:e4:73:45:40,C9500-24Y4C,FDO275105KC,20 days 2 hrs ,about 20 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
Edge-Node,405-g104-a-1.net.uwa.edu.au,10.88.40.89,Switches and Hubs,Global/CRAWLEY/405/Ground Floor,Reachable,Supported,4c:ec:0f:b9:b0:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YUSX, FOC2716YVB5, FOC2716YW4U",49 days 19 hrs ,13 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2,10
Edge-Node,405-g104-a-2.net.uwa.edu.au,10.88.40.90,Switches and Hubs,Global/CRAWLEY/405/Ground Floor,Reachable,Supported,44:88:16:0e:e6:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YQHC, FOC2716YTMT, FOC2716YTF5, FOC2716YV2A, FOC2716YUPA",48 days 22 hrs ,less than a minute,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2,10
Aggregation Switch,405-g104-g-1.net.uwa.edu.au,10.88.40.87,Switches and Hubs,Global/CRAWLEY/405/Ground Floor,Reachable,Supported,24:d5:e4:55:2a:60,C9500-24Y4C,FDO27500F85,50 days 19 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",409-115-a-1.net.uwa.edu.au,10.88.40.72,Switches and Hubs,Global/CRAWLEY/409/First Floor,Reachable,Supported,24:6c:84:07:bf:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YTCD, FOC2716YUZG, FOC2716YT47, FOC2716YVA7",160 days 21 hrs ,6 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",409-115-a-2.net.uwa.edu.au,10.88.40.73,Switches and Hubs,Global/CRAWLEY/409/First Floor,Reachable,Supported,24:6c:84:07:e3:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YV8U, FOC2716YTBC, FOC2716YW8M",160 days 21 hrs ,2 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Aggregation Switch,Science DP",409-115-g-1.net.uwa.edu.au,10.88.40.70,Switches and Hubs,Global/CRAWLEY/409/First Floor,Reachable,Supported,c0:f8:7f:70:83:00,C9500-24Y4C,FDO26161SL8,160 days 21 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",410-g11-a-1.net.uwa.edu.au,10.88.40.62,Switches and Hubs,Global/CRAWLEY/410/Ground Floor,Reachable,Supported,3c:8b:7f:d5:2b:00,"C9300L-48P-4X, C9300L-24P-4X","FOC2629YQJ1, FOC2617ZC39",3 days 4 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
Edge-Node,413-g40-a-1.net.uwa.edu.au,10.88.40.103,Switches and Hubs,Global/CRAWLEY/413/Ground Floor,Reachable,Supported,3c:8b:7f:f9:45:00,C9300L-48P-4X,FOC2629YR7V,3 days 4 hrs ,17 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,[object Object],cat9k_iosxe.17.09.04a.SPA.bin,[object Object],17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",416-g70-a-1.net.uwa.edu.au,10.88.40.85,Switches and Hubs,Global/CRAWLEY/416/Ground Floor,Reachable,Supported,4c:ec:0f:97:29:80,"C9300L-48P-4X, C9300L-24P-4X","FOC2716YVBU, FOC2617ZC07",50 days 2 hrs ,1 minute,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2,10
"Edge-Node,Science DP",427-102-a-1.net.uwa.edu.au,10.88.40.91,Switches and Hubs,Global/CRAWLEY/427/First Floor,Reachable,Supported,a8:4f:b1:25:3b:00,C9300L-24P-4X,FOC2618YLRR,49 days 1 hr ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Science DP",432-g30a-a-1.net.uwa.edu.au,10.88.40.77,Switches and Hubs,Global/CRAWLEY/432/Ground Floor,Reachable,Supported,3c:26:e4:05:c8:80,C9300L-48P-4X,FOC2629YQS1,120 days 18 hrs ,about 3 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",440-g05-a-1.net.uwa.edu.au,10.88.40.75,Switches and Hubs,Global/CRAWLEY/440/Ground Floor,Reachable,Supported,3c:26:e4:05:ec:00,C9300L-48P-4X,FOC2629YNH0,146 days 3 hrs ,41 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Extended Edge-Node,Science DP",441-124-e-1.net.uwa.edu.au,10.88.191.226,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c5:0a:00,WS-C3560CX-8XPD-S,FOC2104Y07W,154 days 2 hrs ,about 8 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Extended Edge-Node,Science DP",441-124-e-2.net.uwa.edu.au,10.88.191.221,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:53:2e:80,WS-C3560CX-8XPD-S,FOC2104Y0AF,154 days 2 hrs ,about 8 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Extended Edge-Node,Science DP",441-124-e-3.net.uwa.edu.au,10.88.191.231,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c4:a4:80,WS-C3560CX-8XPD-S,FOC2104Y0A1,230 days 23 hrs ,about 9 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Extended Edge-Node,Science DP",441-124-e-4.net.uwa.edu.au,10.88.191.241,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c5:44:80,WS-C3560CX-8XPD-S,FOC2104Y08Y,230 days 23 hrs ,about 8 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Extended Edge-Node,Science DP",441-124-e-5.net.uwa.edu.au,10.88.191.228,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c4:b9:00,WS-C3560CX-8XPD-S,FOC2104Y0BC,230 days 22 hrs ,about 8 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Extended Edge-Node,Science DP",441-124-e-6.net.uwa.edu.au,10.88.191.223,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c5:19:00,WS-C3560CX-8XPD-S,FOC2104Y085,230 days 22 hrs ,about 8 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Extended Edge-Node,Science DP",441-124-e-7.net.uwa.edu.au,10.88.191.239,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c4:c6:00,WS-C3560CX-8XPD-S,FOC2104Y0BV,106 days 23 hrs ,about 8 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Extended Edge-Node,Science DP",441-124-e-8.net.uwa.edu.au,10.88.191.214,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c5:47:00,WS-C3560CX-8XPD-S,FOC2104Y09F,230 days 22 hrs ,about 9 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Extended Edge-Node,Science DP",441-124-e-9.net.uwa.edu.au,10.88.191.222,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c5:0c:80,WS-C3560CX-8XPD-S,FOC2104Y07Y,230 days 22 hrs ,about 8 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Extended Edge-Node,Science DP",441-124-e-10.net.uwa.edu.au,10.88.191.229,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c5:38:80,WS-C3560CX-8XPD-S,FOC2104Y08R,230 days 22 hrs ,about 8 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Edge-Node,Science DP",441-1187-a-1.net.uwa.edu.au,10.88.40.5,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,40:06:d5:bd:b4:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YG9U, FOC2542Y8G5, FOC2542YLCX, FOC2604YJXA",117 days 1 hr ,2 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,2,8
"Edge-Node,Science DP",441-1187-a-3.net.uwa.edu.au,10.88.40.9,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,80:24:8f:97:8b:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YLDK, FOC2542YPG1, FOC2542YCWD, FOC2542YPQD",117 days 1 hr ,8 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Science DP",441-1187-a-4.net.uwa.edu.au,10.88.40.15,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,04:bd:97:ed:79:80,C9500-24Y4C,FDO261529CT,117 days 1 hr ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Science DP",441-1187-a-5.net.uwa.edu.au,10.88.40.16,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c0:f8:7f:70:67:80,C9500-24Y4C,FDO26161SW4,117 days 1 hr ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Science DP",441-1187-a-6.net.uwa.edu.au,10.88.40.17,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c0:f8:7f:70:85:80,C9500-24Y4C,FDO26161SJE,117 days 1 hr ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
Edge-Node,441-1187-a-7.net.uwa.edu.au,10.88.40.74,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,6c:29:d2:12:0f:80,"C9300X-24Y, C9300X-24Y, C9300X-24Y","FOC2711YBL5, FOC2711YBQB, FOC2711YBJN",117 days 1 hr ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Aggregation Switch,Science DP",441-1187-g-1.net.uwa.edu.au,10.88.40.3,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,14:a2:a0:1e:a4:e0,C9500-24Y4C,FDO25461GKK,117 days 1 hr ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",441-1190-a-1.net.uwa.edu.au,10.88.40.7,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,80:24:8f:86:b0:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YKWT, FOC2542YLF7, FOC2542Y8TE, FOC2542YPHN",117 days 1 hr ,4 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2,8
"Edge-Node,Science DP",441-1190-a-2.net.uwa.edu.au,10.88.40.8,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,80:24:8f:84:03:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X","FOC2542YNPZ, FOC2542YAGS, FOC2542YNV6, FOC2542YPFW, FOC2542YFZZ, FOC2529LJPH",117 days 1 hr ,8 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Extended Edge-Node,Science DP",441-g04-e-1.net.uwa.edu.au,10.88.191.227,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:ab:eb:54:10:00,WS-C3560CX-8XPD-S,FOC2106Z0VH,311 days 25 mins ,about 5 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Extended Edge-Node,Science DP",441-g04-e-2.net.uwa.edu.au,10.88.191.225,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:70:aa:00,WS-C3560CX-8XPD-S,FOC2106Z0UQ,350 days 11 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Extended Edge-Node,Science DP",441-g04-e-3.net.uwa.edu.au,10.88.191.230,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:ab:eb:a8:94:80,WS-C3560CX-8XPD-S,FOC2106Z0N7,350 days 11 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Extended Edge-Node,Science DP",441-g04-e-4.net.uwa.edu.au,10.88.191.215,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:ab:eb:54:e2:00,WS-C3560CX-8XPD-S,FOC2106Z0UW,350 days 11 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Extended Edge-Node,Science DP",441-g04-e-5.net.uwa.edu.au,10.88.191.220,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:ab:eb:54:be:00,WS-C3560CX-8XPD-S,FOC2106Z0UD,350 days 11 hrs ,about 4 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Extended Edge-Node,Science DP",441-g05-e-1.net.uwa.edu.au,10.88.191.254,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:ab:eb:a8:47:00,WS-C3560CX-8XPD-S,FOC2106Z0LT,3 days 23 hrs ,about 5 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Failed,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Extended Edge-Node,Science DP",441-g05-e-2.net.uwa.edu.au,10.88.191.233,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:ab:eb:55:04:80,WS-C3560CX-8XPD-S,FOC2106Z0V6,350 days 11 hrs ,about 18 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Extended Edge-Node,Science DP",441-g05-e-3.net.uwa.edu.au,10.88.191.250,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:ab:eb:54:fb:80,WS-C3560CX-8XPD-S,FOC2106Z0V2,350 days 11 hrs ,about 4 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
"Extended Edge-Node,Science DP",441-G05-e-4.net.uwa.edu.au,10.88.191.219,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,2c:31:24:65:00:00,WS-C3560CX-8XPD-S,FOC2106Z0V1,350 days 11 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,4,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Activation Success,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1,10
