Tags,Device Name,IP Address,Device Family,Site,Reachability,Support Type,MAC Address,Platform,Serial Number,Uptime,Last Updated,Resync Interval,Manageability,Device Role,Device Series,AP LED Flash Status,Advisories,Template Provision Status,Software Image,Template Conflict Status,Image Version,OS Update Status,Image Needs Update,Image Precheck Status,Provisioning Status,Credential Status,Last Provisioned,Associated WLC IP,AP CDP Neighbors,AP Group Name,Flex Group Name,AP Ethernet Mac Address,AP Location,AP Zone Name,RF Profile,Policy Tag,Site Tag,Application Telemetry,Replacement Serial Number,Replace Status,Compliance,Integrity Verification,EoX Status,Health Score
"DP-QEII,Edge-Node",500-2239-a-2.net.uwa.edu.au,10.88.72.28,Switches and Hubs,Global/CRAWLEY/500/Second Floor,Reachable,Supported,c4:ab:4d:47:65:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FVH2835L37E, FVH2835L3HB, FVH2835L3GL, FVH2832L5GV, FVH2835L3KN, FVH2835L3KA, FVH2835L36N",2 days 2 hrs ,28 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-QEII,Edge-Node",500-b02-a-1.net.uwa.edu.au,10.88.72.24,Switches and Hubs,Global/CRAWLEY/500/Basement,Reachable,Supported,8c:44:a5:8b:81:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FVH2814L3KW, FOC2430LFAE, FOC2443LA9G, FOC2629YPZW, FOC2443L9V4",45 days 1 hr ,41 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-QEII,Edge-Node",500-b02-a-2.net.uwa.edu.au,10.88.72.25,Switches and Hubs,Global/CRAWLEY/500/Basement,Reachable,Supported,8c:44:a5:82:e2:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FVH2814L2ST, FVH2814L2SX, FVH2814L2SU, FVH2814L3L9, FVH2812L2ZF",45 days 1 hr ,about 3 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"Aggregation Switch,DP-QEII",500-b02-g-1.net.uwa.edu.au,10.88.72.22,Switches and Hubs,Global/CRAWLEY/500/Basement,Reachable,Supported,24:d5:e4:73:1c:00,C9500-24Y4C,FDO27500W6T,45 days 1 hr ,about 24 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-QEII,Edge-Node",501-118-a-1.net.uwa.edu.au,10.88.72.5,Switches and Hubs,Global/CRAWLEY/501/First Floor,Reachable,Supported,3c:26:e4:05:e3:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YNFF, FOC2629YNFN, FOC2629YQT9",105 days 18 hrs ,about 3 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-QEII,Edge-Node",502-102c-a-1.net.uwa.edu.au,10.88.72.15,Switches and Hubs,Global/CRAWLEY/502/First Floor,Reachable,Supported,88:fc:5d:5f:43:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YS03, FOC2629YNPU, FOC2629YNEE, FOC2716YV6W, FOC2716YUKR, FOC2716YUGT",103 days 16 hrs ,21 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,8
"DP-QEII,Edge-Node",502-135a-a-1.net.uwa.edu.au,10.88.72.16,Switches and Hubs,Global/CRAWLEY/502/First Floor,Reachable,Supported,68:87:c6:7c:a6:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2543YL3Y, FOC2443L9TN, FOC2604YJ1Y, FOC2629YP54, FOC2715Y7TW, FOC2629YQHX",103 days 14 hrs ,1 minute,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-QEII,Edge-Node",502-g19a-a-1.net.uwa.edu.au,10.88.72.13,Switches and Hubs,Global/CRAWLEY/502/Ground Floor,Reachable,Supported,4c:ec:0f:d0:0d:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YUUB, FOC2716YVCC, FOC2716YV3A, FOC2716YV80, FOC2716YVP1, FOC2716YTAB, FOC2716YUU7, FOC2716YV94",102 days 18 hrs ,28 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-QEII,Edge-Node",502-g19a-a-2.net.uwa.edu.au,10.88.72.14,Switches and Hubs,Global/CRAWLEY/502/Ground Floor,Reachable,Supported,3c:26:e4:05:c4:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YQS4, FOC2629YR7P, FOC2629YNGR",102 days 19 hrs ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"Aggregation Switch,DP-QEII",502-g19a-g-1.net.uwa.edu.au,10.88.72.11,Switches and Hubs,Global/CRAWLEY/502/Ground Floor,Reachable,Supported,24:d5:e4:55:1c:00,C9500-24Y4C,FDO27500F2Z,102 days 19 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-QEII,Edge-Node",503-115-a-1.net.uwa.edu.au,10.88.72.9,Switches and Hubs,Global/CRAWLEY/503/First Floor,Reachable,Supported,4c:ec:0f:b1:4f:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YQSM, FOC2716YRA3, FOC2716YTSU, FOC2716YV7B, FOC2716YNX8, FOC2716YUVL, FOC2716YS7F",104 days 16 hrs ,1 minute,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-QEII,Edge-Node",507-g15-a-1.net.uwa.edu.au,10.88.72.7,Switches and Hubs,Global/CRAWLEY/507/Ground Floor,Reachable,Supported,3c:8b:7f:fb:6e:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2629YQKU, FOC2542YJ19",13 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,2 alerts,8
"DP-QEII,Edge-Node",511-g29-a-1.net.uwa.edu.au,10.88.72.20,Switches and Hubs,Global/CRAWLEY/511/Ground Floor,Reachable,Supported,a8:4f:b1:3c:da:00,C9300L-24P-4X,FOC2617ZC32,13 days 6 hrs ,about 4 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-QEII,Edge-Node",518-g89a-a-1.net.uwa.edu.au,10.88.72.18,Switches and Hubs,Global/CRAWLEY/518/Ground Floor,Reachable,Supported,8c:44:a5:82:e7:00,C9300L-48P-4X,FVH2814L3KZ,68 days 8 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,8
"DP-Fairway,Edge-Node",606-131-a-1.net.uwa.edu.au,10.88.56.26,Switches and Hubs,Global/CRAWLEY/606/First Floor,Reachable,Supported,3c:8b:7f:ce:12:00,C9300L-48P-4X,FOC2629YNZL,122 days 4 hrs ,about 5 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",607-106-a-1.net.uwa.edu.au,10.88.56.47,Switches and Hubs,Global/CRAWLEY/607/First Floor,Reachable,Supported,b4:4c:90:40:a6:00,C9300L-48P-4X,FVH2814L2SZ,118 days 10 mins ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
Edge-Node,653-101-a-1.net.uwa.edu.au,10.88.56.51,Switches and Hubs,Global/CRAWLEY/653/First Floor,Reachable,Supported,c4:ab:4d:46:5f:80,C9300L-48P-4X,FVH2835L3FN,3 days 2 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,N/A (Security vulnerabilities for the device could not be determined during the last scan. Please scan again to update security vulnerabilities information.),,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,Not Scanned,10
"DP-Fairway,Edge-Node",655-g04a-a-1.net.uwa.edu.au,10.88.56.28,Switches and Hubs,Global/CRAWLEY/655/Ground Floor,Reachable,Supported,3c:26:e4:05:ed:00,C9300L-48P-4X,FOC2629YNHD,122 days 4 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",657-g06-a-1.net.uwa.edu.au,10.88.56.49,Switches and Hubs,Global/CRAWLEY/657/Ground Floor,Reachable,Supported,18:59:f5:2e:52:80,C9300L-24P-4X,FOC2604YJMB,69 days 6 hrs ,about 3 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,N/A (Security vulnerabilities for the device could not be determined during the last scan. Please scan again to update security vulnerabilities information.),,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,Not Scanned,10
"DP-Fairway,Edge-Node",658-155-a-3.net.uwa.edu.au,10.88.56.6,Switches and Hubs,Global/CRAWLEY/658/First Floor,Reachable,Supported,ac:bc:d9:05:ca:00,C9300L-48P-4X,FOC2604YGTR,122 days 4 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",658-214-a-1.net.uwa.edu.au,10.88.56.5,Switches and Hubs,Global/CRAWLEY/658/Second Floor,Reachable,Supported,ac:bc:d9:0f:2a:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2604YK5P, FOC2604YK46, FOC2604YJWF, FOC2604YK5U, FOC2604YJWC",123 days 15 hrs ,6 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,[object Object],cat9k_iosxe.17.09.05.SPA.bin,[object Object],17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,8
"DP-Fairway,Edge-Node",658-240-a-3.net.uwa.edu.au,10.88.56.4,Switches and Hubs,Global/CRAWLEY/658/Second Floor,Reachable,Supported,ac:bc:d9:0f:05:00,C9300L-48P-4X,FOC2604YJM0,122 days 4 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",658-1120c-a-1.net.uwa.edu.au,10.88.56.3,Switches and Hubs,Global/CRAWLEY/658/First Floor,Reachable,Supported,cc:ed:4d:f6:6f:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2604YHDE, FOC2604YK4G, FOC2604YGVR",122 days 4 hrs ,13 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",658-b105-a-1.net.uwa.edu.au,10.88.56.9,Switches and Hubs,Global/CRAWLEY/658/Basement 1,Reachable,Supported,04:76:b0:db:8f:00,C9300L-24P-4X,FOC2443L4M2,122 days 4 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"Aggregation Switch,DP-Fairway",658-b105-g-2.net.uwa.edu.au,10.88.56.1,Switches and Hubs,Global/CRAWLEY/658/Basement 1,Reachable,Supported,84:eb:ef:58:5b:00,C9500-24Y4C,FDO25340DAJ,122 days 4 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",658-g47-a-3.net.uwa.edu.au,10.88.56.8,Switches and Hubs,Global/CRAWLEY/658/Ground Floor,Reachable,Supported,40:06:d5:8e:cc:80,C9300L-48P-4X,FOC2604YKCU,122 days 4 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",658-g121a-a-3.net.uwa.edu.au,10.88.56.7,Switches and Hubs,Global/CRAWLEY/658/Ground Floor,Reachable,Supported,18:59:f5:2e:7f:80,C9300L-48P-4X,FOC2604YK6U,68 days 23 hrs ,3 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",661-111-a-1.net.uwa.edu.au,10.88.56.23,Switches and Hubs,Global/CRAWLEY/661/First Floor,Reachable,Supported,3c:26:e4:06:0b:00,"C9300L-48P-4X, C9300L-24P-4X, C9300L-24P-4X","FOC2629YQK6, FOC2618YLVR, FOC2604YK11",122 days 4 hrs ,15 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2 alerts,8
"Aggregation Switch,DP-Fairway",661-111-g-1.net.uwa.edu.au,10.88.56.20,Switches and Hubs,Global/CRAWLEY/661/First Floor,Reachable,Supported,c0:f8:7f:70:a3:80,C9500-24Y4C,FDO26160P6X,122 days 4 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",661-g09-a-1.net.uwa.edu.au,10.88.56.22,Switches and Hubs,Global/CRAWLEY/661/Ground Floor,Reachable,Supported,3c:8b:7f:fa:ad:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2629YK6Y, FOC2629YS04",122 days 4 hrs ,1 minute,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",671-g09-a-1.net.uwa.edu.au,10.88.56.18,Switches and Hubs,Global/CRAWLEY/671/Ground Floor,Reachable,Supported,ac:bc:d9:03:19:00,C9300L-24P-4X,FOC2604YHZJ,122 days 4 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",673-101a-a-1.net.uwa.edu.au,10.88.56.12,Switches and Hubs,Global/CRAWLEY/673/First Floor,Reachable,Supported,28:af:fd:58:bd:80,C9300L-48P-4X,FOC2524L7T4,122 days 1 hr ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",673-b85-a-1.net.uwa.edu.au,10.88.56.10,Switches and Hubs,Global/CRAWLEY/673/Basement 1,Reachable,Supported,28:af:fd:cf:9d:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2524L7PV, FOC2524L7XA, FOC2524L7HN",122 days 4 hrs ,about 4 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Fairway,Edge-Node",681-207a-a-1.net.uwa.edu.au,10.88.56.34,Switches and Hubs,Global/CRAWLEY/681/Second Floor,Reachable,Supported,88:fc:5d:7e:54:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YQV5, FOC2629YLT1, FOC2629YKYM",122 days 4 hrs ,about 4 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",681-207a-a-2.net.uwa.edu.au,10.88.56.35,Switches and Hubs,Global/CRAWLEY/681/Second Floor,Reachable,Supported,3c:8b:7f:ce:1c:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YQSA, FOC2629YMZL, FOC2629YPNL, FOC2629YS9C",122 days 4 hrs ,1 minute,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"Aggregation Switch,DP-Fairway",681-207a-g-1.net.uwa.edu.au,10.88.56.32,Switches and Hubs,Global/CRAWLEY/681/Second Floor,Reachable,Supported,c0:f8:7f:70:09:20,C9500-24Y4C,FDO26160PA6,122 days 4 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",682-171-a-1.net.uwa.edu.au,10.88.56.15,Switches and Hubs,Global/CRAWLEY/682/First Floor,Reachable,Supported,b8:a3:77:77:26:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2542Y8T5, FOC2604YK7Y",122 days 6 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",682-271-a-1.net.uwa.edu.au,10.88.56.16,Switches and Hubs,Global/CRAWLEY/682/Second Floor,Reachable,Supported,80:24:8f:9e:d1:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YPBP, FOC2542YFY8, FOC2542YCGS",122 days 6 hrs ,7 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",682-b71-a-1.net.uwa.edu.au,10.88.56.17,Switches and Hubs,Global/CRAWLEY/682/Basement 1,Reachable,Supported,80:24:8f:82:c1:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2542YDW7, FOC2542YL3B",122 days 6 hrs ,27 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"Aggregation Switch,DP-Fairway",682-b71-g-1.net.uwa.edu.au,10.88.56.13,Switches and Hubs,Global/CRAWLEY/682/Basement 1,Reachable,Supported,20:cf:ae:58:93:20,C9500-24Y4C,FDO25340DA1,122 days 6 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",683-g13-a-1.net.uwa.edu.au,10.88.56.37,Switches and Hubs,Global/CRAWLEY/683/Ground Floor,Reachable,Supported,4c:ec:0f:97:27:00,"C9300L-48P-4X, C9300L-24P-4X","FOC2716YVL6, FOC2617ZAF3",122 days 4 hrs ,29 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Fairway,Edge-Node",684-g15-a-1.net.uwa.edu.au,10.88.56.24,Switches and Hubs,Global/CRAWLEY/684/Ground Floor,Reachable,Supported,3c:8b:7f:fb:6f:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2629YQJR, FOC2629YRZS",122 days 4 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",685-g03a-a-1.net.uwa.edu.au,10.88.56.30,Switches and Hubs,Global/CRAWLEY/685/Ground Floor,Reachable,Supported,44:88:16:0e:9f:80,C9300L-48P-4X,FOC2629YS36,122 days 4 hrs ,42 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
