Tags,Device Name,IP Address,Device Family,Site,Reachability,Support Type,MAC Address,Platform,Serial Number,Uptime,Last Updated,Resync Interval,Manageability,Device Role,Device Series,AP LED Flash Status,Advisories,Template Provision Status,Software Image,Template Conflict Status,Image Version,OS Update Status,Image Needs Update,Image Precheck Status,Provisioning Status,Credential Status,Last Provisioned,Associated WLC IP,AP CDP Neighbors,AP Group Name,Flex Group Name,AP Ethernet Mac Address,AP Location,AP Zone Name,RF Profile,Policy Tag,Site Tag,Application Telemetry,Replacement Serial Number,Replace Status,Compliance,Integrity Verification,EoX Status,Health Score
"DP-Science,Edge-Node",344-g03-a-1.net.uwa.edu.au,10.88.40.98,Switches and Hubs,Global/CRAWLEY/344/Ground Floor,Reachable,Supported,4c:ec:0f:ac:97:80,C9300L-48P-4X,FOC2716YUY4,122 days 5 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2 alerts,10
"DP-Science,Edge-Node",345-197-a-1.net.uwa.edu.au,10.88.40.13,Switches and Hubs,Global/CRAWLEY/345/First Floor,Reachable,Supported,80:24:8f:9e:91:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2542YL1S, FOC2604YK4M",122 days 5 hrs ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",345-210-a-1.net.uwa.edu.au,10.88.40.14,Switches and Hubs,Global/CRAWLEY/345/Second Floor,Reachable,Supported,b8:a3:77:8b:ad:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YC9U, FOC2604YK7E, FOC2629YNGU",122 days 5 hrs ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",345-g01c-a-1.net.uwa.edu.au,10.88.40.12,Switches and Hubs,Global/CRAWLEY/345/Ground Floor,Reachable,Supported,80:24:8f:86:81:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YFXA, FOC2604YHLV, FOC2629YRGY",122 days 5 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,8
"Aggregation Switch,DP-Science",345-g01c-g-1.net.uwa.edu.au,10.88.40.10,Switches and Hubs,Global/CRAWLEY/345/Ground Floor,Reachable,Supported,20:cf:ae:7b:68:a0,C9500-24Y4C,FDO25340D7U,122 days 5 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",346-215a-a-1.net.uwa.edu.au,10.88.40.1,Switches and Hubs,Global/CRAWLEY/346/Second Floor,Reachable,Supported,8c:94:1f:7b:55:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X","FOC2443L9U9, FOC2443L9VK, FOC2443LA99, FOC2443LA75, FOC2443L4LV",10 days 4 hrs ,38 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,8
"DP-Science,Edge-Node",347-234-a-1.net.uwa.edu.au,10.88.40.32,Switches and Hubs,Global/CRAWLEY/347/Second Floor,Reachable,Supported,80:24:8f:57:6c:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YCW2, FOC2542YKWC, FOC2542YPFV",122 days 5 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Science,Edge-Node",347-g14-a-1.net.uwa.edu.au,10.88.40.30,Switches and Hubs,Global/CRAWLEY/347/Ground Floor,Reachable,Supported,80:24:8f:a9:86:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YPG9, FOC2542YFKF, FOC2542YPG3, FOC2604YK9A, FOC2604YKBH, FOC2604YKBX, FVH2812L2YN",122 days 5 hrs ,9 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,8
"Aggregation Switch,DP-Science",347-g14-g-1.net.uwa.edu.au,10.88.40.28,Switches and Hubs,Global/CRAWLEY/347/Ground Floor,Reachable,Supported,48:2e:72:13:b2:60,C9500-24Y4C,FDO26160PB7,122 days 5 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
Edge-Node,348-225-a-1.net.uwa.edu.au,10.88.40.119,Switches and Hubs,Global/CRAWLEY/348/Second Floor,Reachable,Supported,dc:f7:19:e0:ba:00,"C9300-48UXM, C9300-48UN, C9300-48UN, C9300-48UXM, C9300-48UXM, C9300-48P, C9300-48P, C9300-48P","FCW2242C19U, FOC2330X0U7, FCW2330C0TX, FOC2251U0FB, FCW2243L0R7, FJC2404T08G, FJC2404U09A, FJB2322B0J7",17 days 6 hrs ,4 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,8 days ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,4 alerts,10
"DP-Science,Edge-Node",349-101-a-1.net.uwa.edu.au,10.88.40.35,Switches and Hubs,Global/CRAWLEY/349/First Floor,Reachable,Supported,44:88:16:0e:ed:00,C9300L-48P-4X,FOC2629YQHR,122 days 5 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",351-192a-a-1.net.uwa.edu.au,10.88.24.5,Switches and Hubs,Global/CRAWLEY/351/First Floor,Reachable,Supported,8c:94:1f:81:81:00,C9300L-48P-4X,FOC2443L9NV,122 days 6 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",351-293-a-1.net.uwa.edu.au,10.88.24.6,Switches and Hubs,Global/CRAWLEY/351/Second Floor,Reachable,Supported,40:06:d5:8e:b0:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2443LACE, FOC2604YJF7",122 days 6 hrs ,about 1 hour,24:00:00,Managed (Netconf Connection Failure),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",351-g91-a-1.net.uwa.edu.au,10.88.24.4,Switches and Hubs,Global/CRAWLEY/351/Ground Floor,Reachable,Supported,04:76:b0:ae:a8:00,"C9300L-48P-4X, C9300L-24P-4X","FOC2443LACC, FOC2443L4LT",122 days 6 hrs ,16 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"Aggregation Switch,DP-Physics",351-g91-g-1.net.uwa.edu.au,10.88.24.2,Switches and Hubs,Global/CRAWLEY/351/Ground Floor,Reachable,Supported,dc:77:4c:ae:4c:00,C9500-16X,FOC2443LBFL,122 days 6 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",352-218-a-1.net.uwa.edu.au,10.88.24.85,Switches and Hubs,Global/CRAWLEY/352/Second Floor,Reachable,Supported,44:88:16:0e:cb:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X","FOC2629YQNY, FOC2629YR9D, FOC2629YQL2, FOC2629YM4M, FOC2629YPZB, FOC2604YHX2",122 days 6 hrs ,3 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,8
"DP-Physics,Edge-Node",352-218-a-2.net.uwa.edu.au,10.88.24.86,Switches and Hubs,Global/CRAWLEY/352/Second Floor,Reachable,Supported,88:fc:5d:5f:49:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X","FOC2629YSCA, FOC2629YRBN, FOC2629YNGW, FOC2547YD3F",122 days 6 hrs ,4 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,8
"Aggregation Switch,DP-Physics",352-218-g-1.net.uwa.edu.au,10.88.24.83,Switches and Hubs,Global/CRAWLEY/352/Second Floor,Reachable,Supported,80:6a:00:6d:72:80,C9500-24Y4C,FDO2614052A,122 days 6 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",352-2205-a-1.net.uwa.edu.au,10.88.24.81,Switches and Hubs,Global/CRAWLEY/352/Second Floor,Reachable,Supported,3c:8b:7f:fb:73:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YQJL, FOC2629YRBD, FOC2629YS12",122 days 6 hrs ,9 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",352-2205-a-2.net.uwa.edu.au,10.88.24.82,Switches and Hubs,Global/CRAWLEY/352/Second Floor,Reachable,Supported,3c:8b:7f:fb:6e:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YNHH, FOC2629YP5H, FOC2629YNGZ, FOC2629YQXK, FOC2629YS3A",122 days 6 hrs ,6 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"Aggregation Switch,DP-Physics",352-2205-g-1.net.uwa.edu.au,10.88.24.79,Switches and Hubs,Global/CRAWLEY/352/Second Floor,Reachable,Supported,80:6a:00:6d:5f:20,C9500-24Y4C,FDO261404ZM,122 days 6 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,8
"DP-Science,Edge-Node",401-2001a-a-1.net.uwa.edu.au,10.88.40.64,Switches and Hubs,Global/CRAWLEY/401/Second Floor,Reachable,Supported,3c:26:e4:06:09:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X, C9300L-24P-4X","FOC2629YQKE, FOC2629YR7M, FOC2629YRP1, FOC2629YRKS, FOC2617Z3R0, FOC2617ZAFV",122 days 5 hrs ,21 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,8
"DP-Science,Edge-Node",402-3201b-a-1.net.uwa.edu.au,10.88.40.101,Switches and Hubs,Global/CRAWLEY/402/Third Floor,Reachable,Supported,58:56:9f:4b:ab:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2716YV4H, FOC2715Y2KR",122 days 5 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Science,Edge-Node",402-3201b-a-2.net.uwa.edu.au,10.88.40.102,Switches and Hubs,Global/CRAWLEY/402/Third Floor,Reachable,Supported,24:6c:84:0d:d0:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YVB7, FOC2716YV5Q, FOC2716YWBA",122 days 5 hrs ,10 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"Aggregation Switch,DP-Science",402-3201b-g-1.net.uwa.edu.au,10.88.40.99,Switches and Hubs,Global/CRAWLEY/402/Third Floor,Reachable,Supported,24:d5:e4:73:45:40,C9500-24Y4C,FDO275105KC,122 days 5 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",405-g104-a-1.net.uwa.edu.au,10.88.40.89,Switches and Hubs,Global/CRAWLEY/405/Ground Floor,Reachable,Supported,4c:ec:0f:b9:b0:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YUSX, FOC2716YVB5, FOC2716YW4U",122 days 5 hrs ,10 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,2 alerts,10
"DP-Science,Edge-Node",405-g104-a-2.net.uwa.edu.au,10.88.40.90,Switches and Hubs,Global/CRAWLEY/405/Ground Floor,Reachable,Supported,44:88:16:0e:e6:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YQHC, FOC2716YTMT, FOC2716YTF5, FOC2716YV2A, FOC2716YUPA",122 days 5 hrs ,43 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,2 alerts,10
"Aggregation Switch,DP-Science",405-g104-g-1.net.uwa.edu.au,10.88.40.87,Switches and Hubs,Global/CRAWLEY/405/Ground Floor,Reachable,Supported,24:d5:e4:55:2a:60,C9500-24Y4C,FDO27500F85,122 days 5 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",409-115-a-1.net.uwa.edu.au,10.88.40.72,Switches and Hubs,Global/CRAWLEY/409/First Floor,Reachable,Supported,24:6c:84:07:bf:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YTCD, FOC2716YUZG, FOC2716YT47, FOC2716YVA7",122 days 5 hrs ,about 3 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",409-115-a-2.net.uwa.edu.au,10.88.40.73,Switches and Hubs,Global/CRAWLEY/409/First Floor,Reachable,Supported,24:6c:84:07:e3:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YV8U, FOC2716YTBC, FOC2716YW8M",122 days 5 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"Aggregation Switch,DP-Science",409-115-g-1.net.uwa.edu.au,10.88.40.70,Switches and Hubs,Global/CRAWLEY/409/First Floor,Reachable,Supported,c0:f8:7f:70:83:00,C9500-24Y4C,FDO26161SL8,122 days 5 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",410-g11-a-1.net.uwa.edu.au,10.88.40.62,Switches and Hubs,Global/CRAWLEY/410/Ground Floor,Reachable,Supported,3c:8b:7f:d5:2b:00,"C9300L-48P-4X, C9300L-24P-4X","FOC2629YQJ1, FOC2617ZC39",26 days 7 hrs ,about 4 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",413-g40-a-1.net.uwa.edu.au,10.88.40.103,Switches and Hubs,Global/CRAWLEY/413/Ground Floor,Reachable,Supported,3c:8b:7f:f9:45:00,C9300L-48P-4X,FOC2629YR7V,26 days 7 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",416-g70-a-1.net.uwa.edu.au,10.88.40.85,Switches and Hubs,Global/CRAWLEY/416/Ground Floor,Reachable,Supported,4c:ec:0f:97:29:80,"C9300L-48P-4X, C9300L-24P-4X","FOC2716YVBU, FOC2617ZC07",122 days 5 hrs ,2 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,2 alerts,10
"DP-Science,Edge-Node",420-g07-a-1.net.uwa.edu.au,10.88.40.117,Switches and Hubs,Global/CRAWLEY/420/Ground Floor,Reachable,Supported,f8:39:18:b3:48:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FVH2812L2U0, FVH2814L3KL, FVH2812L2YR, FVH2812L2ZB",78 days 46 mins ,13 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Science,Edge-Node",420-g07-a-2.net.uwa.edu.au,10.88.40.118,Switches and Hubs,Global/CRAWLEY/420/Ground Floor,Reachable,Supported,8c:44:a5:8b:86:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FVH2814L3KK, FVH2814L2R1, FVH2814L3LR, FVH2812L3CQ",78 days 44 mins ,12 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"Aggregation Switch,DP-Science",420-g07-g-1.net.uwa.edu.au,10.88.40.115,Switches and Hubs,Global/CRAWLEY/420/Ground Floor,Reachable,Supported,48:2e:72:13:b3:a0,C9500-24Y4C,FDO26160PD1,78 days 51 mins ,about 1 hour,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",420-g80-a-1.net.uwa.edu.au,10.88.40.109,Switches and Hubs,Global/CRAWLEY/420/Ground Floor,Reachable,Supported,44:88:16:0e:b9:80,C9300L-48P-4X,FOC2629YRVV,122 days 5 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Science,Edge-Node",427-102-a-1.net.uwa.edu.au,10.88.40.91,Switches and Hubs,Global/CRAWLEY/427/First Floor,Reachable,Supported,a8:4f:b1:25:3b:00,C9300L-24P-4X,FOC2618YLRR,122 days 5 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,8
"DP-Science,Edge-Node",432-g30a-a-1.net.uwa.edu.au,10.88.40.77,Switches and Hubs,Global/CRAWLEY/432/Ground Floor,Reachable,Supported,3c:26:e4:05:c8:80,C9300L-48P-4X,FOC2629YQS1,91 days 40 mins ,11 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",440-g05-a-1.net.uwa.edu.au,10.88.40.75,Switches and Hubs,Global/CRAWLEY/440/Ground Floor,Reachable,Supported,3c:26:e4:05:ec:00,C9300L-48P-4X,FOC2629YNH0,122 days 5 hrs ,less than a minute,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
Extended Edge-Node,441-124-e-1.net.uwa.edu.au,10.88.191.226,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c5:0a:00,WS-C3560CX-8XPD-S,FOC2104Y07W,89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
Extended Edge-Node,441-124-e-2.net.uwa.edu.au,10.88.191.221,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:53:2e:80,WS-C3560CX-8XPD-S,FOC2104Y0AF,89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
Extended Edge-Node,441-124-e-3.net.uwa.edu.au,10.88.191.231,Switches and Hubs,Global/CRAWLEY/441/First Floor,Reachable,Supported,c4:b9:cd:c4:a4:80,WS-C3560CX-8XPD-S,FOC2104Y0A1,89 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 3560-CX Series Switches,Unsupported,8,,c3560cx-universalk9-mz.152-7.E5.bin,,15.2(7)E5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,UNSUPPORTED,1 alert,10
